Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6044941,,,,,5,,11945,4531.61,907,11945,,,0,0,0,59680.36655
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6028846,,,,,3.04,,12972,2222.49,730,12972,,,0,0,0,39493.30689
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067790,,,,,32.99,,18329,23752.8,720,18329,,,0,0,0,604673.71
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6024006,,,,,10.04,,8371,6850.32,682,8371,,,0,0,0,84082.19615
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054135,,,,,10.06,,5823,5118.63,509,5823,,,0,0,0,58557.49419
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054118,,,,,10.05,,5408,5043.29,502,5408,,,0,0,0,54330.86059
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065299,,,,,17.99,,1313,8545.25,475,1313,,,0,0,0,23620.87
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067469,,,,,3.99,,4069,1859.34,466,4069,,,0,0,0,16235.31
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6061061,,,,,8.19,,4893,3676.24,449,4893,,,0,0,0,40062.00718
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054187,,,,,10.05,,4566,4313.39,429,4566,,,0,0,0,45908.9612
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065317,,,,,17.99,,3457,7681.73,427,3457,,,0,0,0,62191.43
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054435,,,,,10.05,,5417,4280.29,426,5417,,,0,0,0,54428.05281
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054436,,,,,10.03,,4215,4133.98,412,4215,,,0,0,0,42293.00169
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062105,,,,,26.99,,2017,11119.88,412,2017,,,0,0,0,54438.83
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067176,,,,,9.99,,12353,3926.07,393,12353,,,0,0,0,123406.47
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054437,,,,,10.05,,4739,3940.85,392,4739,,,0,0,0,47642.00896
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063427,,,,,20.09,,4683,6952.53,346,4683,,,0,0,0,94100.28996
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063452,,,,,11.99,,4212,4052.62,338,4212,,,0,0,0,50501.88
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6028789,,,,,6,,11131,2010.71,335,11131,,,0,0,0,66809.69084
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6044943,,,,,10.13,,5027,3222.71,318,5027,,,0,0,0,50945.15491
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066187,,,,,14.99,,3588,4721.85,315,3588,,,0,0,0,53784.12
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6055877,,,,,28.97,,4791,8777.05,303,4791,,,0,0,0,138781.7145
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6056856,,,,,10.04,,4862,2970.42,296,4862,,,0,0,0,48791.1872
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6046035,,,,,10.14,,2424,2931.53,289,2424,,,0,0,0,24588.30533
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6059511,,,,,10.05,,3710,2793.54,278,3710,,,0,0,0,37280.73305
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064767,,,,,16.99,,6715,4570.31,269,6715,,,0,0,0,114087.85
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6059742,,,,,12.97,,6753,3450.93,266,6753,,,0,0,0,87609.48651
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060414,,,,,79.99,,5812,20237.47,253,5812,,,0,0,0,464901.88
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065528,,,,,124.99,,5910,31372.49,251,5910,,,0,0,0,738690.9
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6033126,,,,,6,,9935,1458.76,243,9935,,,0,0,0,59641.21194
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060440,,,,,22.99,,6155,5563.58,242,6155,,,0,0,0,141503.45
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6037447,,,,,27.28,,3998,6519.92,239,3998,,,0,0,0,109065.4616
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6053001,,,,,6,,9602,1398.59,233,9602,,,0,0,0,57636.36958
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065319,,,,,17.99,,875,4101.72,228,875,,,0,0,0,15741.25
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066716,,,,,6.99,,5607,1537.8,220,5607,,,0,0,0,39192.93
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063422,,,,,10.02,,5649,2054.59,205,5649,,,0,0,0,56616.3932
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6068702,,,,,4.99,,5207,938.12,188,5207,,,0,0,0,25982.93
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067404,,,,,19.99,,11967,3658.17,183,11967,,,0,0,0,239220.33
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063913,,,,,9.99,,1441,1808.19,181,1441,,,0,0,0,14395.59
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6033127,,,,,6,,5274,1079.94,180,5274,,,0,0,0,31642.10537
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064151,,,,,17.99,,4474,3040.31,169,4474,,,0,0,0,80487.26
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064242,,,,,54.99,,484,9238.32,168,484,,,0,0,0,26615.16
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066042,,,,,44.99,,1545,7288.38,162,1545,,,0,0,0,69509.55
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065580,,,,,29.99,,2456,4798.4,160,2456,,,0,0,0,73655.44
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060430,,,,,14.99,,3356,2368.42,158,3356,,,0,0,0,50306.44
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6061996,,,,,9.99,,4206,1548.45,155,4206,,,0,0,0,42017.94
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063094,,,,,11.99,,3710,1859.2,155,3710,,,0,0,0,44500.77372
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065579,,,,,29.99,,2466,4648.45,155,2466,,,0,0,0,73955.34
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6028845,,,,,15.04,,3182,2316.85,154,3182,,,0,0,0,47871.44603
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066549,,,,,9.99,,7809,1528.47,153,7809,,,0,0,0,78011.91
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6058281,,,,,50.14,,3736,7571.56,151,3736,,,0,0,0,187333.3104
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065255,,,,,29.99,,2799,4528.49,151,2799,,,0,0,0,83942.01
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6061654,,,,,20.21,,4466,3032.01,150,4466,,,0,0,0,90273.13439
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066715,,,,,9.99,,3892,1478.52,148,3892,,,0,0,0,38881.08
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6058484,,,,,11.99,,9027,1762.53,147,9027,,,0,0,0,108233.73
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6059296,,,,,25.14,,3494,3694.99,147,3494,,,0,0,0,87825.18838
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067507,,,,,16.99,,2209,2480.54,146,2209,,,0,0,0,37530.91
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6058774,,,,,13.05,,5854,1892.47,145,5854,,,0,0,0,76403.6869
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066140,,,,,16.99,,2540,2412.58,142,2540,,,0,0,0,43154.6
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6045930,,,,,6,,7524,839.72,140,7524,,,0,0,0,45128.70512
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066909,,,,,24.99,,3403,3498.6,140,3403,,,0,0,0,85040.97
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062187,,,,,30,,3450,4170.54,139,3450,,,0,0,0,103513.3494
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063911,,,,,9.99,,1715,1388.61,139,1715,,,0,0,0,17132.85
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6068156,,,,,9.99,,1532,1368.63,137,1532,,,0,0,0,15304.68
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064995,,,,,9.99,,2263,1338.66,134,2263,,,0,0,0,22607.37
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6063482,,,,,9.99,,2975,1328.67,133,2975,,,0,0,0,29720.25
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060970,,,,,25.08,,1978,3309.91,132,1978,,,0,0,0,49598.54709
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6053381,,,,,10.25,,8035,1332.3,130,8035,,,0,0,0,82346.42647
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6056227,,,,,60.01,,2428,7621.46,127,2428,,,0,0,0,145707.9251
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6040889,,,,,15.04,,9676,1880.6,125,9676,,,0,0,0,145573.3906
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6046387,,,,,9.99,,2089,1248.75,125,2089,,,0,0,0,20869.11
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062145,,,,,16.99,,7424,2106.76,124,7424,,,0,0,0,126133.76
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6059329,,,,,20.13,,3372,2475.42,123,3372,,,0,0,0,67862.71577
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062080,,,,,24.99,,2860,2998.8,120,2860,,,0,0,0,71471.4
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6028602,,,,,10.99,,3378,1296.82,118,3378,,,0,0,0,37124.22
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065411,,,,,9.99,,2337,1158.84,116,2337,,,0,0,0,23346.63
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6068189,,,,,9.99,,3263,1148.85,115,3263,,,0,0,0,32597.37
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067047,,,,,17.99,,3082,2050.86,114,3082,,,0,0,0,55445.18
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062036,,,,,17.99,,5149,1996.89,111,5149,,,0,0,0,92630.51
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6054529,,,,,19.93,,2086,2192.53,110,2086,,,0,0,0,41578.36362
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6053408,,,,,85.67,,2677,9080.51,106,2677,,,0,0,0,229325.7348
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6044178,,,,,15.09,,1910,1599.31,106,1910,,,0,0,0,28817.74621
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6062037,,,,,17.99,,6051,1888.95,105,6051,,,0,0,0,108857.49
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065835,,,,,34.99,,2392,3673.95,105,2392,,,0,0,0,83696.08
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064149,,,,,17.99,,3414,1888.95,105,3414,,,0,0,0,61417.86
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065486,,,,,9.99,,2477,1038.96,104,2477,,,0,0,0,24745.23
104005,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060861,,,,,10.12,,1204,1042.81,103,1204,,,0,0,0,12189.77186
