Customer,SalesOrg,Time,DistributionChannel,FulfillmentMethod,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B084BNLMHP,778988141403,,6059399,,,0,,8.57,,427,351.53,41,427,,,0,0.00,2532.11,3659.39
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BTZ7WJF2,778988600139,,6067672,,,0,,8.32,,1643,99.84,12,1643,,,1,7.30,8869.80,13669.76
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09FG5L5ZX,778988419571,,6063968,,,5660,,9.86,,4404,2545.59,258,4404,,,34,125.79,26416.80,43423.44
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BRT7YK9W,778988494288,,6067957,,,0,,9.95,,5690,39.80,4,5690,,,1,8.93,52052.27,56615.50
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B082WJCZBN,778988009406,,6055697,,,0,,0.00,,156,0.00,0,156,,,0,0.00,1121.64,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09NLB1SWH,778988381151,,6064177,,,0,,0.00,,560,0.00,0,560,,,0,0.00,14067.40,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0CMXRJYBX,778988503362,,6068630,,,0,,8.32,,392,33.28,4,392,,,2,13.30,2606.80,3261.44
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B07ZWRMJZ3,778988580974,,6055133,,,0,,15.06,,2,30.12,2,2,,,0,0.00,27.12,30.12
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08T1FHFJR,778988398258,,6061847,,,0,,10.52,,157,31.56,3,157,,,0,0.00,874.72,1651.64
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08N6ZFZK4,778988361955,,,,,0,,14.15,,161,42.48,3,161,,,0,0.00,1508.53,2278.15
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09SLSDDN9,778988342848,,6064761,,,0,,17.98,,870,161.88,9,870,,,1,18.86,10709.70,15642.60
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0B4YD5K72,778988438794,,6065500,,,64,,37.38,,1349,560.78,15,1349,,,0,0.00,43804.99,50425.62
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09J915B59,778988413432,,,,,,,0.00,,1,0.00,0,1,,,0,0.00,7.38,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B07XRGX3FB,778988281932,,6054502,,,0,,12.49,,24,12.49,1,24,,,0,0.00,163.06,299.76
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09J8FKY6L,778988414590,,6063586,,,0,,13.31,,252,199.79,15,252,,,0,0.00,1786.58,3354.12
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09NNL81VG,778988438589,,6065486,,,0,,8.24,,728,90.70,11,728,,,1,5.94,4324.31,5998.72
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08T1NRCFW,778988399224,,6062057,,,0,,10.43,,89,31.30,3,89,,,2,9.96,440.72,928.27
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09NNL9B2G,778988436189,,6065301,,,,,0.00,,0,0.00,0,0,,,1,12.18,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09NNMSH3Z,778988434505,,6065144,,,0,,14.57,,0,116.56,8,,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08TTRVBKB,778988359761,,,,,0,,16.06,,0,64.27,4,,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BMG2X955,778988443262,,6065835,,,0,,16.66,,104,16.66,1,104,,,0,0.00,2392.00,1732.64
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09NNLWWHS,778988412886,,6063452,,,8,,5.49,,4,973.14,177,4,,,4,29.82,30.00,21.96
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BJ2D57J1,778988465691,,6066991,,,0,,9.60,,2414,528.25,55,2414,,,7,89.94,23037.28,23174.40
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08QTPS7T9,778988397305,,6061733,,,0,,18.48,,574,36.97,2,574,,,0,0.00,7605.50,10607.52
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0B92R2H44,778988344057,,,,,,,7.80,,0,7.80,1,0,,,2,15.60,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0883NBTC8,778988305546,,6059520,,,0,,12.50,,0,50.00,4,,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0B4Y7SKF7,778988462171,,6066859,,,,,14.58,,0,29.16,2,0,,,2,26.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B00DB14EVG,778988380000,,6063911,,,0,,0.00,,442,0.00,0,442,,,25,166.71,2917.74,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08T25H77B,778988406021,,6061794,,,0,,7.85,,1563,863.53,110,1563,,,8,38.04,10802.91,12269.55
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09J8JC5BW,778988366349,,6060521,,,0,,9.62,,294,38.51,4,294,,,6,96.60,4733.40,2828.28
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09FG6FWJS,778988419823,,6063993,,,0,,11.52,,202,230.50,20,202,,,0,0.00,1717.00,2327.04
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0B1VM17FJ,778988418314,,6063832,,,0,,12.50,,0,12.50,1,,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09BFXW72Y,778988407813,,6062994,,,0,,49.40,,32,49.40,1,32,,,0,0.00,2509.01,1580.80
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B08S6XXPTV,778988358559,,6060104,,,8,,16.65,,1795,299.72,18,1795,,,3,36.30,21116.59,29886.75
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BRT6RKQP,778988250198,,6067364,,,,,15.77,,0,47.31,3,0,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BJ2K4278,778988349502,,6065830,,,4821,,11.95,,11,3431.70,287,11,,,7,73.40,123.52,131.45
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09S5PYFXH,778988374160,,6062025,,,0,,5.89,,751,35.40,6,751,,,0,0.00,4201.04,4423.39
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09RP7NV54,778988422786,,6064164,,,0,,18.78,,0,469.72,25,,,,0,0.00,0.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0883M3W45,778988314371,,,,,0,,15.00,,394,45.00,3,394,,,1,19.82,6285.90,5910.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0B434G1C3,778988420041,,6064015,,,0,,17.20,,264,120.42,7,264,,,0,0.00,3392.40,4540.80
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B078T3XMK7,778988515563,,6037424,,,0,,0.00,,1,0.00,0,1,,,0,0.00,6.78,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0C2DCXC4Y,778988502235,,6068585,,,0,,0.00,,690,0.00,0,690,,,0,0.00,8073.00,0.00
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0CCW4X5PB,778988499696,,6068264,,,3,,12.49,,25,24.98,2,25,,,0,0.00,229.25,312.25
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B06XW99HZM,778988191330,,6028846,,,25,,3.32,,790,1118.35,336,790,,,0,0.00,1286.35,2622.80
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B0BRQWXRDZ,778988403563,,6067404,,,0,,12.49,,2522,949.24,76,2522,,,0,0.00,30665.40,31499.78
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B06Y66P52P,778988700662,,6042020,,,0,,12.48,,1595,1136.59,91,1595,,,0,0.00,16811.30,19905.60
104539,UK01,2024-01-06T00:00:00.000,00,,GBP,PC,,,B09RNG5QRL,778988374115,,6062037,,,3885,,0.00,,5,0.00,0,5,,,6,66.44,57.70,0.00
