Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,2.88,3.99,,-1,0,0,-1,,,0,0,0,-4
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,29,24.99,,-1,0,0,-1,,,0,0,0,-25
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,3.03,3.99,,-3,0,0,-3,,,0,0,0,-12
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,4.32,1.99,,-9,0,0,-9,,,0,0,0,-18
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,1.44,1.99,,-1,0,0,-1,,,0,0,0,-2
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,9.94,14.99,,-1,0,0,-1,,,0,0,0,-15
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,7.6,11.99,,824,586.01,70,824,,,0,0,0,9880
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,7.6,11.99,,951,506.92,58,951,,,0,0,0,11402
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,7.6,11.99,,128,695.83,72,128,,,0,0,0,1535
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,9.1,9.99,,-3,0,0,-3,,,0,0,0,-30
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,22.08,9.99,,190,109.61,12,190,,,0,0,0,1898
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,64.25,17.99,,696,1955.6,147,696,,,0,0,0,12521
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,12.85,17.99,,128,526.3,34,128,,,0,0,0,2303
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,17.25,4.99,,2847,1043.46,303,2847,,,0,0,0,14207
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,3.45,4.99,,617,193.47,52,617,,,0,0,0,3079
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,10.92,15.99,,1070,165.48,15,1070,,,0,0,0,17109
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,14.56,10.49,,2790,433.64,57,2790,,,0,0,0,29267
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,29.12,14.32,,3960,359.09,39,3960,,,0,0,0,56720
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,3.9,4.49,,0,4.25,1,0,,,0,0,0,0
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,3.81,4.99,,0,0,0,0,,,0,0,0,0
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,22.8,11.99,,8180,273.98,24,8180,,,0,0,0,98078
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,,,,0,46.41,12,,2614,1408.09,161,2614,,,0,0,0,31368
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6033332,,,12792,2.88,3.99,,0,0,0,0,,,0,0,0,0
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6037423,,,0,5,7.99,,1337,445.14,68,1337,,,0,0,0,10683
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6044178,,,0,9.98,14,,15,0,0,15,,,0,0,0,210
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6044941,,,97812,44.85,4.59,,15728,5650.81,1496,15728,,,0,0,0,72192
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6044990,,,4680,6.37,11.99,,819,104.85,10,819,,,0,0,0,9820
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6046704,,,504,27.31,34.99,,10,59.63,3,10,,,0,0,0,350
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6047112,,,9712,14.3,16.49,,3779,2979.13,210,3779,,,0,0,0,62316
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6052310,,,1200,7.35,9.99,,2398,1840.07,210,2398,,,0,0,0,23956
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6053257,,,0,3,4.99,,716,234.1,52,716,,,0,0,0,3573
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6053381,,,1596,8.02,14.99,,3833,274.88,22,3833,,,0,0,0,57457
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6053574,,,0,10.85,14.99,,44,68.47,5,44,,,0,0,0,660
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6053691,,,0,5.5,7.99,,910,334.88,50,910,,,0,0,0,7271
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6054863,,,0,14.5,24.99,,-1,0,0,-1,,,0,0,0,-25
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6055225,,,0,4.51,9.99,,29,9.99,1,29,,,0,0,0,290
100828,US01,00,,2023-10-28T00:00:00.000Z,USD,PC,0,,,,,6055226,,,7602,36.8,8.49,,12124,6781.14,893,12124,,,0,0,0,102933
