Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586111159,,,,125,,,18,,,5598,311,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586131063,,,,117,,,12,,,3000,250,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586134628,,,,104,,,12,,,2400,200,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586134627,,,,112,,,12,,,2381,198,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898841953,,,,127,,,10,,,1998,201,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898837149,,,,91,,,12,,,1857,156,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898857644,,,,170,,,2,,,1788,722,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586125166,,,,88,,,12,,,1623,135,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898837736,,,,87,,,11,,,1504,137,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898857866,,,,95,,,6,,,1344,227,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836984,,,,68,,,12,,,1242,104,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586125282,,,,54,,,14,,,1150,82,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586126354,,,,61,,,15,,,1140,76,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586126352,,,,50,,,15,,,855,57,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836619,,,,95,,,5,,,662,133,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836615,,,,92,,,5,,,623,125,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898857100,,,,41,,,12,,,599,50,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836617,,,,93,,,5,,,588,118,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586126353,,,,36,,,15,,,555,37,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898835945,,,,48,,,11,,,549,50,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898835947,,,,47,,,11,,,538,49,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898827231,,,,34,,,15,,,536,36,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836675,,,,48,,,10,,,529,53,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898837730,,,,22,,,16,,,503,32,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898836438,,,,27,,,15,,,487,32,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898835946,,,,38,,,11,,,461,42,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586180117,,,,12,,,20,,,441,22,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898825990,,,,41,,,10,,,439,44,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,79586126355,,,,28,,,15,,,435,29,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898837732,,,,29,,,6,,,425,71,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898829409,,,,34,,,10,,,419,42,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898838944,,,,50,,,7,,,405,58,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898860957,,,,24,,,15,,,397,27,0,,,0,0,0,0
100622,US01,00,,2022-05-21T04:00:00.000Z,USD,PC,0,,,77898825991,,,,35,,,10,,,389,39,0,,,0,0,0,0
