Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B08J45XW92,0,,6044152,,0,,18,31,,,844,27,311,,,0,0,0,5443
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B01MAVTPQC,0,,6062250,,0,,7,0,,,0,0,288,,,0,0,0,1944
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,0,0,,6046626,,0,,1,0,,,0,0,89,,,0,0,0,80
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B08CTS7SHK,0,,6058997,,0,,12,25,,,25,1,172,,,0,0,0,2064
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B08H1L8Y91,0,,6061479,,0,,6,25,,,25,1,0,,,0,0,0,0
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B07FKGTSZX,0,,6050740,,0,,1,9,,,146,16,10260,,,0,0,0,10260
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B09BFZF1CK,0,,6060519,,0,,17,0,,,0,0,133,,,0,0,0,2294
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B083FM6185,0,,6056013,,0,,15,0,,,0,0,198,,,0,0,0,2970
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B08CTWRZJV,0,,6059042,,0,,10,28,,,28,1,949,,,0,0,0,9253
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,0,0,,6050729,,0,,3,13,,,13,1,18,,,0,0,0,54
125199,US01,00,,0023-12-30T00:00:00.000Z,USD,PC,,,B078NCL7JR,0,,6055624,,0,,3,0,,,0,0,3,,,0,0,0,9
