Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065144,,,,,29.99,,397,149.95,5,397,,,0,0,0,11906.03
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066701,,,,,25.99,,544,155.94,6,544,,,0,0,0,14138.56
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064333,,,,,24.99,,335,74.97,3,335,,,0,0,0,8371.65
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066297,,,,,9.99,,1206,29.97,3,1206,,,0,0,0,12047.94
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6065527,,,,,12.99,,318,610.53,47,318,,,0,0,0,4130.82
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6064717,,,,,9.99,,318,169.83,17,318,,,0,0,0,3176.82
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067510,,,,,16.99,,579,135.92,8,579,,,0,0,0,9837.21
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067507,,,,,16.99,,702,458.73,27,702,,,0,0,0,11926.98
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067631,,,,,34.99,,214,34.99,1,214,,,0,0,0,7487.86
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067511,,,,,16.99,,575,186.89,11,575,,,0,0,0,9769.25
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067497,,,,,49.99,,735,149.97,3,735,,,0,0,0,36742.65
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067509,,,,,16.99,,834,203.88,12,834,,,0,0,0,14169.66
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067045,,,,,39.99,,95,119.97,3,95,,,0,0,0,3799.05
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6066127,,,,,34.99,,288,69.98,2,288,,,0,0,0,10077.12
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067506,,,,,16.99,,835,339.8,20,835,,,0,0,0,14186.65
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6067508,,,,,16.99,,575,203.88,12,575,,,0,0,0,9769.25
103989,UK01,00,,2023-08-19T00:00:00.000Z,GBP,PC,,,,,,6060861,,,,,10.99,,254,747.32,68,254,,,0,0,0,2791.46
