Customer,SalesOrg,DistributionChannel,FulfillmentMethod,Time,Currency,UOM,Vendor,Store,RetailItemNumber,UPC,GTIN,Material,TCINNo,StoreCount,OnOrderQty,RetailerCost,RetailerPrice,WarehouseInv,OnhandInv,POSSales,POSSalesUnits,TotalInv,InStock,OutStock,unsellableOnHandUnits,unsellableOnHandUnitsAmount,sellableOnHandInventoryAmount,TotalInvValue
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42398950,778988584439,,,,,0,8.066,0,0,0,0,0,0,,,0,0,0,15
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42478546,47754160659,,,,,0,8.0762,0,0,0,0,0,0,,,0,0,0,-3
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,41387696,47754583182,,,,,0,2.4375,0,0,0,0,0,0,,,0,0,0,-9
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,41617380,47754583250,,,,,0,3.178,0,0,0,0,0,0,,,0,0,0,-22
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,40785851,47754851007,,,,,0,8.2239,0,0,0,0,0,0,,,0,0,0,-11
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42279754,9341103468610,,,,,0,2.7703,0,0,0,0,0,0,,,0,0,0,4
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42331636,9341103804371,,,,,0,2.7579,0,0,0,0,0,0,,,0,0,0,22
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42331650,9341103804395,,,,,0,3.3687,0,0,0,0,0,0,,,0,0,0,-5
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43161959,778988342718,,,,,0,9.25,24,64,64,132.8,7,64,,,0,0,0,709
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43012978,778988369272,,6061130,,,0,14.63,15,3,3,0,0,3,,,0,0,0,39
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43049554,778988391525,,6061176,,,0,36.3,50,16,16,39.53,1,16,,,0,0,0,552
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43402489,778988404218,,,,,486,13.3,25,0,0,0,0,0,,,0,0,0,0
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43270514,778988469019,,,,,3,36.3,50,217,217,553.4,14,217,,,0,0,0,6534
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43012947,792189474054,,6059600,,,0,7.52,7,-1,-1,0,0,-1,,,0,0,0,-6
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43189397,778988137482,,6056371,,,20,15.525,29,266,266,458.54,20,266,,,0,0,0,4958
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42891581,778988192269,,6028815,,,0,12.65,19,89,89,15.02,1,89,,,0,0,0,1183
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42769736,778988237250,,6028602,,,168,12.36,17,258,258,483.09,36,258,,,0,0,0,2841
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42863700,778988299296,,6056278,,,0,13.8,1.5,2,2,0,0,2,,,0,0,0,22
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43189380,778988380826,,6064128,,,55,8.97,19,205,205,300.39,20,205,,,0,0,0,1995
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43133208,778988389492,,6062758,,,,9.46,1,,,0,0,0,,,0,0,0,0
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43054497,778988396254,,6061574,,,0,12.5235,20,97,97,15.81,1,97,,,0,0,0,1057
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43133239,778988408896,,6063071,,,0,21.89,4,1,1,0,0,1,,,0,0,0,23
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43180844,778988409503,,6063132,,,0,22.885,36,13,13,0,0,13,,,0,0,0,282
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43133215,778988412374,,6063394,,,0,18.15,3.5,2,2,0,0,2,,,0,0,0,38
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43133222,778988413470,,6063491,,,0,12.98,3,1,1,0,0,1,,,0,0,0,13
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43133246,778988414743,,6063602,,,,9.46,1,,,0,0,0,,,0,0,0,0
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42902478,778988419519,,6063962,,,48,9.7405,15,460,460,661.36,56,460,,,0,0,0,3801
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,42043003,778988419533,,6063964,,,162,12.65,22,288,288,832.98,48,288,,,0,0,0,3294
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43314317,778988434932,,6065176,,,72,22.885,39,134,134,462.43,15,134,,,0,0,0,3370
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43184491,778988436929,,6065348,,,0,53.475,79,436,436,936.76,15,436,,,0,0,0,17376
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43253524,778988439227,,6065525,,,0,14.49,27,112,112,160.1,8,112,,,0,0,0,1079
113444,HK01,00,,2023-12-31T00:00:00.000Z,AUD,PC,0,,43253531,778988446225,,6066092,,,0,22.885,24,32,32,0,0,32,,,0,0,0,770
